식품명,대표식품코드,대표식품명,식품중분류코드,식품소분류코드,에너지(kcal),단백질(g),당류(g),나트륨(mg),포화지방산(g),카페인(mg),업체명
자몽차_자몽 네이블 오렌지 아이스(ICED),20746,자몽차,2074600,207460000,49,0.15,11.07,1,0.0,0.0,이디야
자몽차_자몽 네이블 오렌지 핫(HOT),20746,자몽차,2074600,207460000,47,0.1,10.49,1,0.01,0.0,이디야
자몽차_자몽 네이블오렌지,20746,자몽차,2074600,207460000,59,0.0,13.04,4,0.0,0.0,이디야
자몽차_자몽차 아이스(ICED),20746,자몽차,2074600,207460000,42,0.06,8.24,13,0.0,0.0,메가커피
자몽차_자몽차 핫(HOT),20746,자몽차,2074600,207460000,50,0.07,9.83,14,0.0,0.0,메가커피
자몽차_자몽차,20746,자몽차,2074600,207460000,45,0.08,10.12,0,0.01,0.0,이디야
자몽차_자몽티 아이스(ICED),20746,자몽차,2074600,207460000,40,0.33,8.67,5,0.0,0.0,빽다방
자몽차_자몽티 아이스(ICED),20746,자몽차,2074600,207460000,41,0.0,10.12,0,0.0,0.0,토프레소
자몽차_자몽티 핫(HOT),20746,자몽차,2074600,207460000,70,0.25,16.5,4,0.0,0.0,빽다방
자몽차_자몽티 핫(HOT),20746,자몽차,2074600,207460000,41,0.0,10.13,0,0.0,0.0,토프레소
자몽차_홍자몽차 아이스(ICED),20746,자몽차,2074600,207460000,38,0.28,9.04,2,0.0,0.0,할리스
자몽차_홍자몽차 핫(HOT),20746,자몽차,2074600,207460000,38,0.28,9.04,2,0.0,0.0,할리스
자몽차_꿀 자몽티 아이스(ICED),20746,자몽차,2074600,207460000,42,0.08,9.6,2,0.0,0.0,블루샥
자몽차_꿀 자몽티 핫(HOT),20746,자몽차,2074600,207460000,54,0.15,11.84,6,0.0,0.0,블루샥
자몽차_자몽차,20746,자몽차,2074600,207460000,30,0.13,6.53,1,0.0,0.0,청자다방
자몽차_자몽차 (L),20746,자몽차,2074600,207460000,30,0.14,7.09,1,0.0,0.0,커피:니
자몽차_자몽차 (R),20746,자몽차,2074600,207460000,26,0.13,6.13,1,0.0,0.0,커피:니
자몽차_자몽차 아이스(ICED) (L),20746,자몽차,2074600,207460000,22,0.12,5.12,3,0.01,0.0,아임일리터
자몽차_자몽차 아이스(ICED) (M),20746,자몽차,2074600,207460000,21,0.12,4.92,3,0.02,0.0,아임일리터
자몽차_자몽차 핫(HOT) (L),20746,자몽차,2074600,207460000,22,0.12,5.12,3,0.01,0.0,아임일리터
자몽차_자몽차 핫(HOT) (M),20746,자몽차,2074600,207460000,21,0.12,4.92,3,0.02,0.0,아임일리터
자몽차_자몽티 아이스(ICED),20746,자몽차,2074600,207460000,36,0.17,8.29,8,0.0,0.0,카페게이트
자몽차_자몽티 핫(HOT),20746,자몽차,2074600,207460000,49,0.31,11.38,12,0.0,0.0,카페게이트
커피_돌체 콜드브루 라떼 디카페인 아이스(ICED) (L),20748,커피,2074800,207480000,54,1.51,6.75,31,1.22,0.0,아임일리터
커피_돌체 콜드브루 라떼 디카페인 아이스(ICED) (M),20748,커피,2074800,207480000,50,1.44,6.11,29,1.17,0.0,아임일리터
커피_돌체 콜드브루 라떼 디카페인 핫(HOT) (L),20748,커피,2074800,207480000,58,1.67,7.02,33,1.34,0.0,아임일리터
커피_돌체 콜드브루 라떼 디카페인 핫(HOT) (M),20748,커피,2074800,207480000,61,1.95,6.95,37,1.56,0.0,아임일리터
커피_콜드브루 디카페인 아이스(ICED) (L),20748,커피,2074800,207480000,1,0.0,0.0,0,0.0,0.0,아임일리터
커피_콜드브루 디카페인 아이스(ICED) (M),20748,커피,2074800,207480000,1,0.0,0.0,0,0.0,0.0,아임일리터
커피_콜드브루 디카페인 핫(HOT) (L),20748,커피,2074800,207480000,1,0.0,0.0,0,0.0,0.0,아임일리터
커피_콜드브루 디카페인 핫(HOT) (M),20748,커피,2074800,207480000,1,0.0,0.0,0,0.0,0.0,아임일리터
커피_콜드브루 라떼 디카페인 아이스(ICED) (L),20748,커피,2074800,207480000,26,1.16,1.93,19,0.89,0.0,아임일리터
커피_콜드브루 라떼 디카페인 아이스(ICED) (M),20748,커피,2074800,207480000,26,1.15,1.91,19,0.88,0.0,아임일리터
커피_콜드브루 라떼 디카페인 핫(HOT) (L),20748,커피,2074800,207480000,29,1.32,2.2,22,1.01,0.0,아임일리터
커피_콜드브루 라떼 디카페인 핫(HOT) (M),20748,커피,2074800,207480000,37,1.66,2.76,28,1.27,0.0,아임일리터
코코아_플러피 판다 초콜릿 아이스(ICED) (Grande),20749,코코아,2074900,207490000,88,2.33,8.25,32,3.38,0.0,스타벅스
코코아_플러피 판다 핫 초콜릿 핫(HOT) (Grande),20749,코코아,2074900,207490000,99,2.54,10.15,34,3.59,0.0,스타벅스
탄산음료_유자 패션 피지오 (Tall),20751,탄산음료,2075100,207510000,41,0.0,10.14,1,0.0,0.0,스타벅스
탄산음료_패션 탱고티 레모네이드 피지오 (Tall),20751,탄산음료,2075100,207510000,18,0.0,4.79,0,0.0,0.0,스타벅스
허브차_그린루이보스 아이스(ICED),20752,허브차,2075200,207520000,2,0.0,0.0,1,0.0,0.0,이디야
허브차_그린루이보스 핫(HOT),20752,허브차,2075200,207520000,2,0.0,0.0,1,0.0,0.0,이디야
허브차_샤인히비스커스 아이스(ICED),20752,허브차,2075200,207520000,1,0.0,0.0,0,0.0,0.0,이디야
허브차_샤인히비스커스 핫(HOT),20752,허브차,2075200,207520000,1,0.0,0.0,0,0.0,0.0,이디야
허브차_스프링캐모마일 아이스(ICED),20752,허브차,2075200,207520000,2,0.0,0.0,0,0.0,0.0,이디야
허브차_스프링캐모마일 핫(HOT),20752,허브차,2075200,207520000,2,0.0,0.0,0,0.0,0.0,이디야
허브차_퓨어페퍼민트 아이스(ICED),20752,허브차,2075200,207520000,1,0.0,0.0,0,0.0,0.0,이디야
허브차_퓨어페퍼민트 핫(HOT),20752,허브차,2075200,207520000,1,0.0,0.0,0,0.0,0.0,이디야
허브차_레몬밤,20752,허브차,2075200,207520000,1,0.04,0.0,0,0.01,0.0,청자다방
허브차_캐모마일,20752,허브차,2075200,207520000,2,0.21,0.0,1,0.0,0.0,청자다방
허브차_캐모마일 아이스(ICED) (R),20752,허브차,2075200,207520000,3,0.1,0.01,4,0.01,0.0,커피:니
허브차_캐모마일 핫(HOT) (R),20752,허브차,2075200,207520000,2,0.06,0.0,2,0.0,0.0,커피:니
허브차_페퍼민트,20752,허브차,2075200,207520000,1,0.08,0.0,1,0.0,0.0,청자다방
허브차_페퍼민트 아이스(ICED) (R),20752,허브차,2075200,207520000,3,0.1,0.02,1,0.0,0.0,커피:니
허브차_페퍼민트 핫(HOT) (R),20752,허브차,2075200,207520000,2,0.06,0.01,1,0.0,0.0,커피:니
허브차_히비스커스 아이스(ICED) (R),20752,허브차,2075200,207520000,2,0.03,0.02,0,0.0,0.0,커피:니
허브차_히비스커스 핫(HOT) (R),20752,허브차,2075200,207520000,3,0.03,0.03,0,0.0,0.0,커피:니
홍차_얼그레이,20753,홍차,2075300,207530000,1,0.05,0.0,0,0.0,0.0,청자다방
홍차_얼그레이 아이스(ICED),20753,홍차,2075300,207530000,0,0.01,0.0,0,0.0,0.0,바나프레소
